What is the contents of proposition 98 ?,DESC:def,DESC
Where was George Washington born ?,LOC:other,LOC
"How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .",NUM:count,NUM
Who wrote NN DT NNP NNP '' ?,HUM:ind,HUM
What is paracetamol ?,DESC:def,DESC
What are the powers and weaknesses of Green Lantern 's ring ?,DESC:desc,DESC
"Which mosquito 's bite draws blood , DT NN CC DT NN .",ENTY:animal,ENTY
When was the first steel mill in the United States built ?,NUM:date,NUM
What diminutive American female gymnast stole the show at the 1984 Olympics ?,HUM:ind,HUM
What is the origin of the name Katie ?,DESC:desc,DESC
"What schools in the Washington , DC NN NN VBP NN NN NN NN .",HUM:gr,HUM
When did the Berlin Wall go up ?,NUM:date,NUM
Who is Terrence Malick ?,HUM:desc,HUM
What instrument is Ray Charles best known for playing ?,ENTY:other,ENTY
"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",DESC:def,DESC
What is the mascot for Notre Dame University ?,ENTY:animal,ENTY
"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",LOC:other,LOC
When did Mount St. Helen last have a significant eruption ?,NUM:date,NUM
CNN is the abbreviation for what ?,ABBR:exp,ABBR
When did World War I start ?,NUM:date,NUM
How many feet are there in a fathom ?,NUM:count,NUM
What is a Canada two-penny black ?,DESC:def,DESC
What European city do Nicois live in ?,LOC:city,LOC
How can I find out what year a Beanie Baby was introduced ?,DESC:manner,DESC
What is the classic definition of tragic hero ?,DESC:def,DESC
To what does Microsoft 's Windows 3 owe its success ?,ENTY:other,ENTY
Who was President of Afghanistan in 1994 ?,HUM:ind,HUM
"What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?",ENTY:other,ENTY
What did brontosauruses eat ?,ENTY:food,ENTY
What color bottles do good Rhine wines come in ?,ENTY:color,ENTY
Who was the lead actress in the movie ` Sleepless in Seattle ' ?,HUM:ind,HUM
Who was the 16th President of the United States ?,HUM:ind,HUM
Who are the two sons of Ozzie and Harriet Nelson ?,HUM:ind,HUM
What is molybdenum ?,DESC:def,DESC
When is Boxing Day ?,NUM:date,NUM
What is the lowest level of the American judiciary ?,ENTY:other,ENTY
When was the battle of the Somme fought ?,NUM:date,NUM
How many people did Randy Craft kill ?,NUM:count,NUM
What 's the official animal of Canada ?,ENTY:animal,ENTY
When did Spielberg direct `` Jaws '' ?,NUM:date,NUM
What is the size of the largest akita ?,NUM:period,NUM
What animal has the biggest eyes ?,ENTY:animal,ENTY
What is California 's capital ?,LOC:city,LOC
Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?,HUM:ind,HUM
Who was the founding member of the Pink Floyd band ?,HUM:ind,HUM
What European country is home to the beer-producing city of Budweis ?,LOC:country,LOC
How do I find the balance of my social security account ?,DESC:manner,DESC
What is the history of Valentine 's Day cards ?,DESC:desc,DESC
Where was Christopher Columbus born ?,LOC:other,LOC
What do Italians call Florence ?,ENTY:termeq,ENTY
How do you get to the top of the Eiffel Tower ?,DESC:manner,DESC
What does ` PSI ' stand for ?,ABBR:exp,ABBR
What sea did the Romans call mare nostrum ?,LOC:other,LOC
What 's the term for a bet before cards are dealt ?,ENTY:termeq,ENTY
"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",ENTY:other,ENTY
What city did the Flintstones live in ?,LOC:city,LOC
What is Latin for incompetent ?,DESC:def,DESC
What chemicals are used in lethal injection ?,ENTY:food,ENTY
What toy company is the world 's No.1 maker of female apparel ?,HUM:gr,HUM
What board game does a `` wood-pusher '' play poorly ?,ENTY:sport,ENTY
Which Doonesbury character was likely to turn into a werewolf ?,HUM:ind,HUM
What is the abbreviation for micro ?,ABBR:exp,ABBR
What are the 7 articles of the constitution ?,DESC:desc,DESC
Who has won the most Super Bowls ?,HUM:ind,HUM
What does NASDAQ stand for ?,ABBR:exp,ABBR
What is BPH ?,DESC:def,DESC
What is the fastest commercial automobile that can be bought in the US ?,ENTY:other,ENTY
What stadium do the Miami Dolphins play their home games in ?,LOC:other,LOC
Who has the only speaking role in `` Silent Movie '' ?,HUM:ind,HUM
Why is poop sometimes different colors ?,DESC:reason,DESC
What was Einstein 's IQ ?,NUM:period,NUM
What day was Pearl Harbor attacked in 1942 ?,NUM:date,NUM
What girl 's name is `` Teddy '' an affectionate form of ?,HUM:ind,HUM
What state is John F. Kennedy buried in ?,LOC:state,LOC
What is the best way to remove wallpaper ?,ENTY:other,ENTY
What U.S. state has an element named for it ?,LOC:other,LOC
What company tabulates the ballots in voting for the Academy Awards ?,HUM:gr,HUM
How did the tradition of best man start ?,DESC:manner,DESC
How many years ago did the ship Titanic sink ?,NUM:count,NUM
What is the deepest area of the Arctic Ocean ?,LOC:other,LOC
What are Halloween 's colors ?,ENTY:color,ENTY
How is silk screening done ?,DESC:manner,DESC
"What is the latitude and longitude of El Paso , Texas ?",LOC:other,LOC
Who made a boat out of gopher wood ?,HUM:ind,HUM
Where can I find a `` Fifth Element '' screensaver ?,LOC:other,LOC
Which Bloom County resident wreaks havoc with a computer ?,HUM:ind,HUM
How do you match a name to a social security number ?,DESC:manner,DESC
How does a rainbow form ?,DESC:manner,DESC
What is the normal resting heart rate of a healthy adult ?,NUM:period,NUM
What is the population of Ohio ?,NUM:count,NUM
How many calories are there in a Big Mac ?,NUM:count,NUM
Hazmat stands for what ?,DESC:def,DESC
What creature scares people in the film `` Jaws '' ?,ENTY:animal,ENTY
What part did John Peter Zenger play in the deveopment of the newspaper in America ?,HUM:ind,HUM
Who followed Caesar ?,HUM:ind,HUM
What are the four elements ?,DESC:def,DESC
Who was the first woman golfer to earn a million ?,HUM:ind,HUM
What 's the tallest piece on a chessboard ?,ENTY:other,ENTY
What is Answers.com 's address ?,LOC:other,LOC
Where can I buy movies on videotape online ?,LOC:other,LOC
Who does the advertizing for Frito-Lay ?,HUM:ind,HUM
Who is the leading competitor of Trans Union Company ?,HUM:gr,HUM
What product did Robert Conrad dare people to knock off his shoulder ?,ENTY:food,ENTY
Who invented the radio ?,HUM:ind,HUM
What 's the American dollar equivalent for 8 pounds in the U.K. ?,NUM:money,NUM
What are the different approaches of systems analysis ?,ENTY:other,ENTY
How do doctors diagnose bone cancer ?,DESC:manner,DESC
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?,HUM:ind,HUM
What is the speed of the Mississippi River ?,NUM:period,NUM
What are the developmental stages of a swimmer ?,NUM:date,NUM
What actor first portrayed James Bond ?,HUM:ind,HUM
What ocean is the largest in the world ?,LOC:other,LOC
"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",HUM:ind,HUM
What year did Jack Nicklaus join the Professional Golfers Association tour ?,NUM:date,NUM
How many sonnets did Shakespeare write ?,NUM:count,NUM
What causes the redness in your cheeks when you blush ?,DESC:reason,DESC
Who won the Nobel Peace Prize in 1991 ?,HUM:ind,HUM
Who are the Challengers of the Unknown ?,HUM:ind,HUM
Define the Pheonix Club ?,DESC:def,DESC
Which city did Christian Crusaders fight to recapture from the Muslims ?,LOC:city,LOC
What does it mean `` Rupee Depreciates '' ?,DESC:def,DESC
What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,ENTY:other,ENTY
Who was the first coach of the Cleveland Browns ?,HUM:ind,HUM
How successful is arometherapy ?,DESC:manner,DESC
What Jewish holiday saw the start of the 1973 Mideast War ?,NUM:date,NUM
How does a copier work ?,DESC:manner,DESC
What is the speed of the Mississippi River ?,NUM:period,NUM
Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?,HUM:ind,HUM
What is Dudley Do-Right 's horse 's name ?,ENTY:animal,ENTY
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,HUM:ind,HUM
Where does chocolate come from ?,DESC:desc,DESC
What TV game show once saw a contestant admit to picking his toes in the shower ?,ENTY:cremat,ENTY
What Soviet leader owned a Rolls-Royce ?,HUM:ind,HUM
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,LOC:other,LOC
What war did Florence Nightingale tend the troops in ?,NUM:date,NUM
"Who wrote the song , `` Stardust '' ?",HUM:ind,HUM
How many Beatles ' records went #1 ?,NUM:count,NUM
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,HUM:ind,HUM
What is the abbreviation of the company name ` General Motors ' ?,ENTY:termeq,ENTY
What mountains lie between the Arkansas and Missouri rivers ?,LOC:other,LOC
Who received the Will Rogers Award in 1989 ?,HUM:ind,HUM
What is the function of RAM ?,DESC:reason,DESC
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,LOC:other,LOC
How many equal angles are there in an isosceles triangle ?,NUM:count,NUM
What is the fear of cockroaches called ?,ENTY:dismed,ENTY
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,ENTY:cremat,ENTY
What is the use of a 24-hour clock instead of a 12-hour clock ?,DESC:desc,DESC
What was the name of the lawyer who represented Randy Craft ?,HUM:ind,HUM
What United States President had dreamed that he was assassinated ?,HUM:ind,HUM
What film did Lee Marvin win the 1965 best actor Oscar for ?,ENTY:cremat,ENTY
Where is Basque country located ?,LOC:other,LOC
What product does `` Mrs. Olsen '' promote ?,ENTY:food,ENTY
What time of day did Emperor Hirohito die ?,NUM:date,NUM
What is dry ice ?,DESC:def,DESC
What 's the most powerful card in Euchre ?,ENTY:other,ENTY
What does `` intractable plantar keratoma '' mean ?,DESC:def,DESC
How many years did it take James Joyce to write Ulysses ?,NUM:count,NUM
What crop failure caused the Irish Famine ?,ENTY:food,ENTY
What South Korean city is served by Kimpo International Airport ?,LOC:city,LOC
How many types of dogs ' tails are there - three,NUM:count,NUM
What is the longest-running television series ?,ENTY:cremat,ENTY
What predators exist on Antarctica ?,ENTY:animal,ENTY
What is the difference between a generator and an alternator ?,DESC:desc,DESC
How is energy created ?,DESC:manner,DESC
What beer advertised that it had `` three rings '' ?,ENTY:food,ENTY
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,NUM:count,NUM
What golfing accessory was patented by George Grant on December 12,ENTY:other,ENTY
What are the different types of plastic ?,ENTY:other,ENTY
How is it correct to say ` qigong ' ?,DESC:manner,DESC
What was the highest mountain on earth before Mount Everest was discovered ?,LOC:other,LOC
"Where was the Ligurian Republic , 1797-185 , ?",LOC:other,LOC
What country 's people are the top television watchers ?,LOC:country,LOC
When was the women 's suffrage amendment ratified ?,NUM:date,NUM
What Polynesian people inhabit New Zealand ?,HUM:gr,HUM
What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,ENTY:cremat,ENTY
What Nevada center has been dubbed The Biggest Little City in the World ?,LOC:city,LOC
"What President lived at 219 North Delaware Street , Independence , Missouri ?",HUM:ind,HUM
Give a reason for American Indians oftentimes dropping out of school .,DESC:reason,DESC
Where must a soccer goalie stand to be permitted to handle the ball ?,LOC:other,LOC
What is the difference between classical conditioning and operant conditioning ?,DESC:desc,DESC
In what U.S. state was the first woman governor elected ?,LOC:other,LOC
What are some interesting facts and information about dogsledding ?,DESC:desc,DESC
What year did Hitler die ?,NUM:date,NUM
What famous model was married to Billy Joel ?,HUM:ind,HUM
What kind of animal is Babar ?,ENTY:animal,ENTY
What is Jane Goodall known for ?,DESC:reason,DESC
What killed Bob Marley ?,ENTY:other,ENTY
How much money are Dumbo 's ears insured for ?,NUM:money,NUM
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,HUM:ind,HUM
Who is Stein Eriksen ?,HUM:desc,HUM
What does the name Billie mean ?,DESC:def,DESC
Who is the fastest swimmer in the world ?,HUM:ind,HUM
What is the highest peak in Africa ?,LOC:other,LOC
Where is Procter & Gamble headquartered in the U.S. ?,LOC:other,LOC
What desert has been called The Garden of Allah ?,LOC:other,LOC
What do bicornate animals have two of ?,ENTY:other,ENTY
What function does a community 's water tower serve ?,DESC:reason,DESC
What is a fear of weakness ?,ENTY:dismed,ENTY
How many miles is it to Ohio from North Carolina ?,NUM:count,NUM
How much snow equals an inch of rain ?,NUM:count,NUM
What does G.M.T. stand for ?,ABBR:exp,ABBR
What does Inuit and Eskimo mean ?,DESC:def,DESC
What song served as the closing theme of The Johnny Cash Show ?,ENTY:cremat,ENTY
What field sport did dentist William Beers promote and write a standard book of rules for ?,ENTY:sport,ENTY
How do I tie dye clothes ?,DESC:manner,DESC
When does the average teenager first have intercourse ?,NUM:date,NUM
Why doesn 't www.answers.com have any answers to my questions ?,DESC:reason,DESC
What actor 's autobiography is titled All My Yesterdays ?,HUM:ind,HUM
What Russian master spy lived in the U.S. under the name Emil Goldfus ?,HUM:ind,HUM
Where 's the 19th hole on a golf course ?,LOC:other,LOC
What 's nature 's purpose for tornadoes ?,DESC:reason,DESC
Who played the original Charlie 's Angels ?,HUM:ind,HUM
Where can I find a person 's address from a telephone number ?,LOC:other,LOC
"What English word comes from the Old French covrefeu , meaning cover fire ?",ENTY:termeq,ENTY
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,ENTY:other,ENTY
Where did Sarge Steel get his metal hand ?,LOC:other,LOC
What makes popcorn pop ?,DESC:reason,DESC
Who wrote The Night of the Iguana ?,HUM:ind,HUM
Where does your hair grow the fastest ?,LOC:other,LOC
What country did King Gustav V reign over from 197 to 195 ?,LOC:country,LOC
Who painted Mother and Child ?,HUM:ind,HUM
What is the speed of the Mississippi River ?,NUM:period,NUM
In what area of the world was the Six Day War fought ?,LOC:other,LOC
What is the brightest star visible from Earth ?,LOC:other,LOC
What film marked Robert Redford 's directorial debut ?,ENTY:cremat,ENTY
What was Mao 's second name ?,HUM:ind,HUM
